epa_rain_zone,state,location_code,station_name,jurisdiction_county,jurisdiction_city,primary_landuse,secondary_landuse,percent_impervious,start_date,days since last rain,precipitation_depth_(in),season,fraction,units,res,qual,drainage_area_acres,latitude,longitude,station,parameter
1,MA,MABOF208,5F208_HydeParkAve_Hyde_Park,Suffollk_County,City_of_Boston,Residential,Institutional,,2003-04-22,,0.59,spring,Total,mg/L,86.0,=,19.0,42.23788889,71.12944444,outflow,Total Suspended Solids
1,MA,MABOF208,5F208_HydeParkAve_Hyde_Park,Suffollk_County,City_of_Boston,Residential,Institutional,,2003-04-26,,0.82,spring,Total,mg/L,50.0,=,19.0,42.23788889,71.12944444,outflow,Total Suspended Solids
1,MA,MABOF208,5F208_HydeParkAve_Hyde_Park,Suffollk_County,City_of_Boston,Residential,Institutional,,2004-04-25,,0.97,spring,Total,mg/L,37.0,=,19.0,42.23788889,71.12944444,outflow,Total Suspended Solids
1,MA,MABOF208,5F208_HydeParkAve_Hyde_Park,Suffollk_County,City_of_Boston,Residential,Institutional,,2004-05-03,,1.01,spring,Total,mg/L,15.0,=,19.0,42.23788889,71.12944444,outflow,Total Suspended Solids
1,MA,MABOF208,5F208_HydeParkAve_Hyde_Park,Suffollk_County,City_of_Boston,Residential,Institutional,,2004-07-24,,1.44,summer,Total,mg/L,75.0,=,19.0,42.23788889,71.12944444,outflow,Total Suspended Solids
1,MA,MABOK397,27K397_Mount_Vernon_St_Charlestown,Suffollk_County,City_of_Boston,Residential,,,2002-03-03,,0.56,winter,Total,mg/L,16.5,=,2.1,42.37619444,71.05944444,outflow,Total Suspended Solids
1,MA,MABOK397,27K397_Mount_Vernon_St_Charlestown,Suffollk_County,City_of_Boston,Residential,,,2002-04-25,,0.8,spring,Total,mg/L,38.0,=,2.1,42.37619444,71.05944444,outflow,Total Suspended Solids
1,MA,MABOK397,27K397_Mount_Vernon_St_Charlestown,Suffollk_County,City_of_Boston,Residential,,,2002-04-28,,0.21,spring,Total,mg/L,18.0,=,2.1,42.37619444,71.05944444,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-06-29,,,summer,Total,mg/L,32.0,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-07-08,,,summer,Total,mg/L,57.0,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-07-17,,,summer,Total,mg/L,122.0,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-07-29,,,summer,Total,mg/L,7.6,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-08-02,,,summer,Total,mg/L,26.0,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-08-03,,,summer,Total,mg/L,42.0,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-08-11,,,summer,Total,mg/L,8.4,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-09-10,,,summer,Total,mg/L,39.0,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP1JO,P1_Jordan_Pond_Inlet,Worcester_County,Lake Quinsigamond,Residential,Commercial,21.0,1980-09-18,,,summer,Total,mg/L,324.0,=,110.0,42.26994444,71.74636111,outflow,Total Suspended Solids
1,MA,MALQP2R9,P2_Rt_9_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,Commercial,23.0,1980-07-17,,,summer,Total,mg/L,600.0,=,338.0,42.27419444,71.75791667,outflow,Total Suspended Solids
1,MA,MALQP2R9,P2_Rt_9_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,Commercial,23.0,1980-07-29,,,summer,Total,mg/L,118.0,=,338.0,42.27419444,71.75791667,outflow,Total Suspended Solids
1,MA,MALQP2R9,P2_Rt_9_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,Commercial,23.0,1980-08-02,,,summer,Total,mg/L,80.0,=,338.0,42.27419444,71.75791667,outflow,Total Suspended Solids
1,MA,MALQP2R9,P2_Rt_9_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,Commercial,23.0,1980-08-03,,,summer,Total,mg/L,231.0,=,338.0,42.27419444,71.75791667,outflow,Total Suspended Solids
1,MA,MALQP2R9,P2_Rt_9_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,Commercial,23.0,1980-08-11,,,summer,Total,mg/L,18.0,=,338.0,42.27419444,71.75791667,outflow,Total Suspended Solids
1,MA,MALQP2R9,P2_Rt_9_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,Commercial,23.0,1980-09-10,,,summer,Total,mg/L,110.0,=,338.0,42.27419444,71.75791667,outflow,Total Suspended Solids
1,MA,MALQP2R9,P2_Rt_9_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,Commercial,23.0,1980-09-18,,,summer,Total,mg/L,790.0,=,338.0,42.27419444,71.75791667,outflow,Total Suspended Solids
1,MA,MALQP3LO,P3_Locust_St_Tributary_to_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,,16.0,1980-07-17,,,summer,Total,mg/L,735.0,=,154.0,42.27283889,71.76228889,outflow,Total Suspended Solids
1,MA,MALQP3LO,P3_Locust_St_Tributary_to_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,,16.0,1980-08-02,,,summer,Total,mg/L,69.0,=,154.0,42.27283889,71.76228889,outflow,Total Suspended Solids
1,MA,MALQP3LO,P3_Locust_St_Tributary_to_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,,16.0,1980-08-11,,,summer,Total,mg/L,47.0,=,154.0,42.27283889,71.76228889,outflow,Total Suspended Solids
1,MA,MALQP3LO,P3_Locust_St_Tributary_to_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,,16.0,1980-09-10,,,summer,Total,mg/L,78.0,=,154.0,42.27283889,71.76228889,outflow,Total Suspended Solids
1,MA,MALQP3LO,P3_Locust_St_Tributary_to_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,,16.0,1980-09-18,,,summer,Total,mg/L,441.0,=,154.0,42.27283889,71.76228889,outflow,Total Suspended Solids
1,MA,MALQP3LO,P3_Locust_St_Tributary_to_Belmont_St,Worcester_County,Lake Quinsigamond,Residential,,16.0,1980-09-26,,,autumn,Total,mg/L,53.0,=,154.0,42.27283889,71.76228889,outflow,Total Suspended Solids
1,MA,MALQP4GS,P4_Anna_St_Fitzgerald_Brook,Worcester_County,Lake Quinsigamond,Residential,Open Space,12.0,1980-06-16,,,spring,Total,mg/L,168.0,=,601.0,42.26633889,71.75550833,outflow,Total Suspended Solids
1,MA,MALQP4GS,P4_Anna_St_Fitzgerald_Brook,Worcester_County,Lake Quinsigamond,Residential,Open Space,12.0,1980-06-29,,,summer,Total,mg/L,47.0,=,601.0,42.26633889,71.75550833,outflow,Total Suspended Solids
1,MA,MALQP4GS,P4_Anna_St_Fitzgerald_Brook,Worcester_County,Lake Quinsigamond,Residential,Open Space,12.0,1980-08-11,,,summer,Total,mg/L,12.0,=,601.0,42.26633889,71.75550833,outflow,Total Suspended Solids
1,MA,MALQP4GS,P4_Anna_St_Fitzgerald_Brook,Worcester_County,Lake Quinsigamond,Residential,Open Space,12.0,1980-09-10,,,summer,Total,mg/L,14.0,=,601.0,42.26633889,71.75550833,outflow,Total Suspended Solids
1,MA,MALQP4GS,P4_Anna_St_Fitzgerald_Brook,Worcester_County,Lake Quinsigamond,Residential,Open Space,12.0,1980-09-18,,,summer,Total,mg/L,500.0,=,601.0,42.26633889,71.75550833,outflow,Total Suspended Solids
1,MA,MALQP4GS,P4_Anna_St_Fitzgerald_Brook,Worcester_County,Lake Quinsigamond,Residential,Open Space,12.0,1980-09-26,,,autumn,Total,mg/L,19.0,=,601.0,42.26633889,71.75550833,outflow,Total Suspended Solids
1,MA,MAMRHERO,Hemlock_Road,Middlesex_County,Upper_Mystic_lake,Residential,,16.0,1981-04-14,,,spring,Total,mg/L,9.24,=,50.0,42.50751111,71.11407222,outflow,Total Suspended Solids
1,MA,MAMRHERO,Hemlock_Road,Middlesex_County,Upper_Mystic_lake,Residential,,16.0,1981-06-20,,,spring,Total,mg/L,209.7,=,50.0,42.50751111,71.11407222,outflow,Total Suspended Solids
1,MA,MAMRHERO,Hemlock_Road,Middlesex_County,Upper_Mystic_lake,Residential,,16.0,1981-06-22,,,summer,Total,mg/L,6.96,=,50.0,42.50751111,71.11407222,outflow,Total Suspended Solids
1,MA,MAMRHERO,Hemlock_Road,Middlesex_County,Upper_Mystic_lake,Residential,,16.0,1981-07-13,,,summer,Total,mg/L,62.5,=,50.0,42.50751111,71.11407222,outflow,Total Suspended Solids
1,MA,MAMRHERO,Hemlock_Road,Middlesex_County,Upper_Mystic_lake,Residential,,16.0,1981-08-05,,,summer,Total,mg/L,24.1,=,50.0,42.50751111,71.11407222,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2000-03-28,,1.09,spring,Total,mg/L,346.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2000-07-27,,2.1,summer,Total,mg/L,17.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2001-09-20,,0.82,summer,Total,mg/L,52.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2001-09-25,,1.37,autumn,Total,mg/L,288.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2000-11-10,,1.52,autumn,Total,mg/L,42.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2002-03-26,,1.16,spring,Total,mg/L,69.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2002-07-23,,1.14,summer,Total,mg/L,29.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2002-07-23,,1.14,summer,Total,mg/L,31.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2002-11-06,,0.64,autumn,Total,mg/L,18.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2003-06-18,,0.36,spring,Total,mg/L,40.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2003-09-23,,1.03,autumn,Total,mg/L,40.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOBRST,Brookdale_Street,Worcester_County,Worcester,Residential,,,2003-09-28,,0.26,autumn,Total,mg/L,12.0,=,,,,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2000-03-28,,1.09,spring,Total,mg/L,112.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2000-07-27,,2.1,summer,Total,mg/L,14.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2001-09-20,,0.82,summer,Total,mg/L,24.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2001-09-25,,1.37,autumn,Total,mg/L,1091.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2001-11-10,,1.52,autumn,Total,mg/L,10.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2002-03-26,,1.16,spring,Total,mg/L,50.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2002-07-23,,1.14,summer,Total,mg/L,57.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2002-07-23,,1.14,summer,Total,mg/L,30.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2002-11-06,,0.64,autumn,Total,mg/L,16.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2003-06-18,,0.36,spring,Total,mg/L,40.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2003-09-23,,1.03,autumn,Total,mg/L,50.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MA,MAWOOLST,Olean_Street,Worcester_County,Worcester,Residential,,,2003-09-28,,0.26,autumn,Total,mg/L,20.0,=,,42.28590278,71.86085556,outflow,Total Suspended Solids
1,MI,MIAAPNTA,PITAARETBNNINLT_Pitt_AA_RB_N_PNI,Washtenaw_County,Ann_Arbor,Residential,Open Space,26.23,1979-06-29,,,summer,Total,mg/L,136.0,=,2871.0,42.24079167,83.711425,outflow,Total Suspended Solids
1,MI,MIAAPNTA,PITAARETBNNINLT_Pitt_AA_RB_N_PNI,Washtenaw_County,Ann_Arbor,Residential,Open Space,26.23,1979-10-22,,,autumn,Total,mg/L,70.0,=,2871.0,42.24079167,83.711425,outflow,Total Suspended Solids
